name,data_center,building_address,building_city_state_postal,latitude,longitude
Microsoft Azure,Digital Realty MAD1,Calle Albasanz 71,"Madrid, Spain",40.439141,-3.621483
Microsoft Azure,Equinix SK1,Mariehällsvägen 36,"Stockholm, Sweden",59.362698,17.955588
Microsoft Azure,Equinix ZH5,Allmendstrasse 13,"Bülach, Switzerland",47.515358,8.537485
Google Cloud,APT Taipei,No. 19-6 Sanchong Rd,"Taipei, Taiwan",25.057064,121.611512
Huawei Cloud,NTT GDC Bangkok 2,Amata Industrial Estate,"Chon Buri, Thailand",13.440780,101.028339
Huawei Cloud,Turkcell TR-Istanbul,<address not available>,"Istanbul, Turkey",41.040800,28.986180
Oracle Cloud,Equinix DX1,F 88-92 Dubai Production City,"Dubai, United Arab Emirates",25.026429,55.184433
Amazon Web Services,Equinix LD5,8 Buckingham Ave,"Slough, United Kingdom",51.520054,-0.614087
Microsoft Azure,TELEHOUSE London (Docklands North Two),14 Coriander Avenue,"London, United Kingdom",51.511549,-0.002916
Google Cloud,Equinix AT2,56 Marietta Street NW,"Atlanta, GA, United States",33.755610,-84.391651
Google Cloud,CoreSite CH1,427 South LaSalle Street,"Chicago, IL, United States",41.876633,-87.631742
IBM Cloud,Digital Realty DFW35,907 Security Row,"Richardson, TX, United States",32.955902,-96.695894
Amazon Web Services,DataBank LAS1,7185 Pollock Drive,"Las Vegas, NV, United States",36.059125,-115.145543
Google Cloud,Equinix LA3,1920 East Maple Ave,"El Segundo, CA, United States",33.926077,-118.394123
Microsoft Azure,Equinix MI1,50 NE 9th Street,"Miami, FL, United States",25.782626,-80.193069
Amazon Web Services,Equinix NY5,800 Secaucus Road,"Secaucus, NJ, United States",40.778738,-74.071541
Google Cloud,Equinix PH1,401 North Broad Street,"Philadelphia, PA, United States",39.959793,-75.161931
Microsoft Azure,EdgeConneX POR01,6327 NE Evergreen Pkwy,"Hillsboro, OR, United States",45.551667,-122.917491
Google Cloud,Equinix SV1,2820 Northwestern Parkway,"Santa Clara, CA, United States",37.372535,-121.973633
Microsoft Azure,Equinix SV4,255 Caspian Drive,"Sunnyvale, CA, United States",37.414445,-122.014646
Microsoft Azure,Equinix SE2,2001 Sixth Avenue,"Seattle, WA, United States",47.614347,-122.338515
Amazon Web Services,Equinix DC2,21715 Filigree Court,"Ashburn, VA, United States",39.016208,-77.459289
Google Cloud,Equinix DC7,7990 Science Applications Court,"Vienna, VA, United States",38.908473,-77.220218
Huawei Cloud,Shanghai-Sinnet,<address not available>,"Suzhou, China",31.298880,120.585310
Alibaba Cloud,China Unicom Guangzhou,<address not available>,"Shenzhen, China",22.543099,114.057868
Amazon Web Services,Industrial Park IDC,<address not available>,"Yinchuan, China",38.467899,106.262299
Oracle Cloud,Equinix BG1,Carrera 106  ,"Bogotá, Colombia",4.684246,-74.140596
Amazon Web Services,Equinix HE6,Sinimaentie 12,"Espoo, Finland",60.203031,24.777861
Google Cloud,Digital Realty PAR7,1-3 Rue Rateau,"Paris, France",48.924907,2.403000
Alibaba Cloud,NTT GDC Frankfurt 1,Eschborner Landstrasse 100,"Frankfurt, Germany",50.128150,8.600970
IBM Cloud,Equinix FR4,Larchenstrasse 110,"Frankfurt, Germany",50.096690,8.588430
Amazon Web Services,STT Chennai DC1,4 Swami Sivananda Salai Road,"Chennai, India",13.060566,80.261264
Alibaba Cloud,NTT NetMagic Mumbai Vikhroli,Mehra Industrial Estate,"Mumbai, India",19.100465,72.885661
Oracle Cloud,Equinix MB1,"Unit A-001 Boomerang, Chandivali Road","Mumbai, India",19.113897,72.892780
Alibaba Cloud,NTT GDC Jakarta 2,Jl. Kuningan Barat Raya No.8,"Jakarta, Indonesia",-6.238680,106.824063
Amazon Web Services,Digital Realty DUB2,24 Kavanagh Avenue,"Dublin, Ireland",53.331542,-6.364242
Amazon Web Services,EdgeConneX TLV01,Ha-Sadna'ot St 10,"Herzliya, Israel",32.161084,34.804451
Microsoft Azure,IRIDEOS Avalon ,Caldera Park,"Milan, Italy",45.478992,9.102694
Google Cloud,Equinix OS1,"Shinmachi, 1 Chome−26−1","Osaka, Japan",34.675719,135.493392
Google Cloud,Equinix TY4,1-9-5 Otemachi,"Chiyoda-ku, Japan",35.687421,139.765370
Alibaba Cloud,NTT GDC Cyberjaya 4,43000 Jalan APEC,"Kuala Lumpur, Malaysia",2.928374,101.659014
Oracle Cloud,Telmex Triara Monterrey,Libramiento Norte # 111,"Apocada, Mexico",25.783152,-100.179776
IBM Cloud,Equinix AM7,Kuiperbergweg 13,"Amsterdam, Netherlands",52.303081,4.937886
Amazon Web Services,STACK OSL01,1 Selma Ellefsens Vei,"Oslo, Norway",59.926160,10.806110
Microsoft Azure,Equinix WA1,Al. Jerozolimskie 65/79,"Warsaw, Poland",52.227661,21.004250
Google Cloud,Quantum Switch DMM A,6961 Road 01,"Dammam, Saudi Arabia",29.574600,49.522400
Google Cloud,Global Switch Singapore Woodlands,Woodlands Avenue 12,"Singapore, Singapore",1.431677,103.802888
Tencent Cloud,Empyrion SG1 DODID,71 Tagore Lane,"Singapore, Singapore",1.388542,103.827773
Huawei Cloud,Digital Realty JB1-East & West,5 Brewery Street,"Isando, South Africa",-26.137780,28.197560
Microsoft Azure,LG CNS Busan Global Cloud Data Center,"Gangseo-gu, Gurang-dong, 1175-4","Busan, South Korea",35.140735,128.860356
Google Cloud,LG IDC Pyeong-chon Mega Center,1743 Gwanyang-dong,"Anyang, South Korea",37.401903,126.961132
Google Cloud,Equinix BA1,Carrer de l'Acer 30-32 Zona Franca,"Barcelona, Spain",41.351760,2.136932
IBM Cloud,NTT GDC Madrid 1,Calle Aquisgran 2,"Madrid, Spain",40.499827,-3.892552
Amazon Web Services,Digital Realty STO1,Esbogatan 11,"Kista, Sweden",59.422471,17.918073
Google Cloud,Digital Realty ZUR1,Sägereistrasse 35,"Glattbrugg, Switzerland",47.431926,8.559344
Google Cloud,CHT Taipei Aiguo IDC,"No. 31, Aiguo E. Road","Taipei, Taiwan",25.032198,121.524774
Tencent Cloud,STT Bangkok 1,1 Ramkhamhaeng 28 Alley ,"Bangkok, Thailand",13.757413,100.631042
Microsoft Azure,PCCS Dubai,<address not available>,"Jebel Ali, United Arab Emirates",25.269340,55.308487
Google Cloud,Equinix LD5,8 Buckingham Ave,"Slough, United Kingdom",51.520054,-0.614087
IBM Cloud,Equinix LD8,6-9 Harbour Exchange Square,"London, United Kingdom",51.498070,-0.014361
Microsoft Azure,Equinix AT1,180 Peachtree Street NW,"Atlanta, GA, United States",33.758884,-84.387690
Amazon Web Services,QTS Chicago,2800 South Ashland Avenue,"Chicago, IL, United States",41.843390,-87.665860
Amazon Web Services,Cologix COL2,555 Scherers Court,"Columbus, OH, United States",40.116569,-83.002043
Amazon Web Services,DataBank HOU1,5150 Westway Park Boulevard,"Houston, TX, United States",29.843464,-95.557387
Google Cloud,CoreSite LA1,624 South Grand Avenue,"Los Angeles, CA, United States",34.047991,-118.255570
Microsoft Azure,Sabey Intergate.Quincy ,2200 M Street,"Quincy, WA, United States",47.254022,-119.820537
Google Cloud,1623 Farnam Data Center,1623 Farnam St. ,"Omaha, NE, United States",41.257446,-95.940331
Google Cloud,EdgeConneX POR01,6327 NE Evergreen Pkwy,"Hillsboro, OR, United States",45.551667,-122.917491
Amazon Web Services,CoreSite SV4,2972 Stender Way,"Santa Clara, CA, United States",37.376468,-121.970447
Microsoft Azure,CoreSite SV7,3020 Coronado Dr,"Santa Clara, CA, United States",37.376011,-121.973083
IBM Cloud,Digital Realty SEA10,2001 Sixth Avenue,"Seattle, WA, United States",47.614347,-122.338515
Amazon Web Services,CoreSite VA1,12343 Sunrise Valley Drive,"Reston, VA, United States",38.950595,-77.372334
Google Cloud,Equinix DC4,21691 Filigree Court,"Ashburn, VA, United States",39.016850,-77.461338
Microsoft Azure,GDS SH1,"6-9 Huajing Road, Shanghai Waigaoqiao Free Trade Zone","Pudong, China",31.337508,121.591075
Alibaba Cloud,GDS SZ4,5 Lanzhu Rd,"Shenzhen, China",22.714512,114.378727
Alibaba Cloud,ap-cn-tianjin-jn-A,<address not available>,"Tianjin, China",39.084158,117.200983
Alibaba Cloud,Alibaba China North 3 (Zhangjiakou),<address not available>,"Zhangjiakou, China",40.824418,114.887543
Google Cloud,Digital Realty CPH1,Industriparken 20,"Ballerup, Denmark",55.728488,12.376181
Amazon Web Services,Digital Realty PAR7,1-3 Rue Rateau,"Paris, France",48.924907,2.403000
Google Cloud,Digital Realty DUS1,In der Steele 39,"Düsseldorf, Germany",51.187882,6.849854
IBM Cloud,Digital Realty FRA1,Hanauer Landstrasse 302-304,"Frankfurt, Germany",50.120070,8.735610
Tencent Cloud,Digital Realty FRA1,Hanauer Landstrasse 302-304,"Frankfurt, Germany",50.120070,8.735610
Google Cloud,Equinix MU1,Seidlstrasse 3,"Munich, Germany",48.143810,11.556020
Microsoft Azure,STT Chennai DC1,4 Swami Sivananda Salai Road,"Chennai, India",13.060566,80.261264
Alibaba Cloud,CtrlS Datacenter Mumbai 4,201 TTC Industrial Area,"Navi Mumbai, India",19.106429,73.024613
Amazon Web Services,STT Delhi DC2,"IDC Building, Opp Savitri Cinema","New Delhi, India",28.542913,77.238161
Google Cloud,NTT GDC Jakarta 2,Jl. Kuningan Barat Raya No.8,"Jakarta, Indonesia",-6.238680,106.824063
Amazon Web Services,ServeCentric Dublin,Blanchardstown Corporate Park,"Dublin, Ireland",53.412959,-6.375400
Amazon Web Services,CDLAN Caldera21,Caldera Park,"Milan, Italy",45.478992,9.102694
IBM Cloud,IDC Suita,<address not available>,"Suita, Japan",34.759453,135.516860
Amazon Web Services,netXDC SI3,<address not available>,"Inzai, Japan",35.801655,140.129565
Oracle Cloud,Equinix TY4,1-9-5 Otemachi,"Chiyoda-ku, Japan",35.687421,139.765370
Google Cloud,AIMS Kuala Lumpur 1-2,Menara Aik Hua,"Kuala Lumpur, Malaysia",3.149439,101.705977
Google Cloud,KIO QRO1,Cerrada de la Princesa 4,"Santiago de Querétaro, Mexico",20.588793,-100.389888
Microsoft Azure,Equinix AM5,Schepenbergweg 42,"Amsterdam, Netherlands",52.294648,4.945349
Amazon Web Services,Rack Centre Lagos,"Plot 18, Jagal Close, Oregun Lagos, Jagal Rd","Lagos, Nigeria",6.598592,3.368917
Amazon Web Services,Equinix WA1,Al. Jerozolimskie 65/79,"Warsaw, Poland",52.227661,21.004250
Google Cloud,NXDATA-1,8 Dimitrie Pompeiu Boulevard,"Bucharest, Romania",44.481675,26.120647
Google Cloud,Equinix SG3,26A Ayer Rajah Crescent,"Singapore, Singapore",1.296446,103.790593
Tencent Cloud,Equinix SG1,20 Ayer Rajah Crescent,"Singapore, Singapore",1.295130,103.790313
Google Cloud,JBH2 Samrand,17 Waterloo Road,"Centurion, South Africa",-25.930475,28.138406
Google Cloud,IDC Yeoksam Center,"137, Teheran-ro, Gangnam-gu","Seoul, South Korea",37.500279,127.033997
Google Cloud,Equinix MD2,"Calle de Valgrande, 6","Madrid, Spain",40.536301,-3.649121
Amazon Web Services,Equinix SK1,Mariehällsvägen 36,"Stockholm, Sweden",59.362698,17.955588
Google Cloud,Green Datacenter Zurich West 1,Industriestrasse 33,"Lupfig, Switzerland",47.447427,8.211379
Amazon Web Services,Chief Fang Liyuan Building,"250, Yang-guang Street","Taipei, Taiwan",25.073467,121.577519
Huawei Cloud,True IDC - East Bangna,89 AIA Capital Center Building,"Bangkok, Thailand",13.764653,100.568224
Oracle Cloud,Equinix AD1,Khazna Datacentre,"Abu Dhabi, United Arab Emirates",24.418585,54.621748
Amazon Web Services,Etisalat SmartHub Fujairah,Eid Mussalla Rd,"Fujairah, United Arab Emirates",25.130328,56.336567
IBM Cloud,CyrusOne LON1,12 Liverpool Road,"Slough, United Kingdom",51.520421,-0.625482
Amazon Web Services,Equinix MA3,76 Trafford Wharf Road,"Manchester, United Kingdom",53.467378,-2.292725
Microsoft Azure,Equinix AT2,56 Marietta Street NW,"Atlanta, GA, United States",33.755610,-84.391651
Google Cloud,Equinix CH2,350 East Cermak Road,"Chicago, IL, United States",41.854167,-87.618531
IBM Cloud,QTS Irving - DC1 & DC2,6431 Longhorn Drive,"Irving, TX, United States",32.895882,-96.981935
Google Cloud,Switch Las Vegas (The Core Campus),7135 S Decatur Blvd,"Las Vegas, NV, United States",36.060035,-115.210189
Google Cloud,Equinix LA4,445 North Douglas Street,"El Segundo, CA, United States",33.921302,-118.383780
IBM Cloud,Equinix MI1,50 NE 9th Street,"Miami, FL, United States",25.782626,-80.193069
Google Cloud,Digital Realty JFK10,111 8th Avenue,"New York, NY, United States",40.740957,-74.002119
Microsoft Azure,CyrusOne PHX1,2335 South Ellis Street,"Chandler, AZ, United States",33.270448,-111.882105
Microsoft Azure,CyrusOne SAT1,9999 Westover Hills Boulevard,"San Antonio, TX, United States",29.466508,-98.688287
IBM Cloud,Equinix SV1,2820 Northwestern Parkway,"Santa Clara, CA, United States",37.372535,-121.973633
Amazon Web Services,Equinix SE2,2001 Sixth Avenue,"Seattle, WA, United States",47.614347,-122.338515
Alibaba Cloud,Equinix DC21,22175 Beaumeade Circle,"Ashburn, VA, United States",39.011982,-77.456323
Microsoft Azure,GDS SH1,"6-9 Huajing Road, Shanghai Waigaoqiao Free Trade Zone","Pudong, China",31.337508,121.591075
Amazon Web Services,GDS SZ3,51 Hongliu Rd,"Shenzhen, China",22.505962,114.048208
Alibaba Cloud,Ulanqab-Jining-A,<address not available>,"Ulanqab, China",40.994785,113.132585
Alibaba Cloud,Zhangjiakou-Zhangbei-B,<address not available>,"Zhangjiakou, China",40.824418,114.887543
Google Cloud,Digital Realty ZAG1,Altus Information Technology Ltd. ,"Zagreb, Croatia",45.802892,15.943389
Google Cloud,Digital Realty MRS1,40 Avenue Roger Salengro,"Marseille, France",43.310924,5.372926
Google Cloud,Data4 PAR1,Route de Nozay,"Marcoussis, France",48.657466,2.208580
Microsoft Azure,NTT GDC Berlin 1,Nonnendammallee 15,"Berlin, Germany",52.538479,13.237136
Google Cloud,Digital Realty FRA1,Hanauer Landstrasse 302-304,"Frankfurt, Germany",50.120070,8.735610
Amazon Web Services,Internet Port Hamburg 3 (IPHH3),Wendenstrasse 251,"Hamburg, Germany",53.550973,10.038109
Google Cloud,STT Chennai DC1,4 Swami Sivananda Salai Road,"Chennai, India",13.060566,80.261264
Google Cloud,STT Kolkata DC1,"1, Videsh Sanchar Bhavan, 18, CIT Rd","Kolkata, India",22.588269,88.390951
IBM Cloud,Equinix MB2,"Plot 37, Chandivali Farm Road, Andheri East","Mumbai, India",19.109353,72.901441
Tencent Cloud,CtrlS Datacenter Mumbai 1,EL/72/1/A TTC Industrial Area,"Navi Mumbai, India",19.108213,73.021399
Amazon Web Services,"DCI Indonesia, JK3","Jawa Blok GG-5-1, MM2100 Industrial Town, Cibitung, Bekasi","Bekasi, Indonesia",-6.299150,107.083756
Amazon Web Services,Eircom Clonshaugh,Willsborough Industrial Estate,"Clonshaugh, Ireland",53.400182,-6.216623
Amazon Web Services,Equinix ML2,Via Savona 125,"Milan, Italy",45.448475,9.146460
Oracle Cloud,Equinix ML2,Via Savona 125,"Milan, Italy",45.448475,9.146460
Amazon Web Services,AT TOKYO CC1,<address not available>,"Koto, Japan",35.642724,139.739124
IBM Cloud,NTT Communications (domestic) Kanagawa 5,<address not available>,"Yokohama, Japan",35.452702,139.595123
Amazon Web Services,AIMS Kuala Lumpur 1-2,Menara Aik Hua,"Kuala Lumpur, Malaysia",3.149439,101.705977
Google Cloud,Telmex Triara Queretaro,Epigmenio Gonzalez No. 2,"Santiago de Querétaro, Mexico",20.611839,-100.394539
Amazon Web Services,Datacom Auckland (Orbit),6 Orbit Drive,"Auckland, New Zealand",-36.740554,174.728988
Amazon Web Services,Cirion Lima,Manuel Olguin 395,"Lima, Peru",-12.089054,-76.973144
Google Cloud,Quantum Switch DOA A,zone 49 Street 504,"Doha, Qatar",25.146707,51.513480
Alibaba Cloud,Keppel Singapore 5,13 Sunview Way,"Tuas, Singapore",1.319508,103.700220
Tencent Cloud,Digital Realty SIN12,11 Loyang Way,"Singapore, Singapore",1.373316,103.968684
Amazon Web Services,Digital Realty JB1-East & West,5 Brewery Street,"Isando, South Africa",-26.137780,28.197560
Google Cloud,KINX Gasan IDC,"3F, LG Gasan Digital Center","Seoul, South Korea",37.470378,126.885148
IBM Cloud,DATA4 Madrid DC01,Avenida de la Industria 13,"Alcobendas, Spain",40.533983,-3.648616
Google Cloud,Equinix SK1,Mariehällsvägen 36,"Stockholm, Sweden",59.362698,17.955588
Amazon Web Services,Equinix ZH5,Allmendstrasse 13,"Bülach, Switzerland",47.515358,8.537485
Amazon Web Services,TCC BNDC,"1856 Bangna Trad Road, K.M. 4.5","Bangkok, Thailand",13.727896,100.524123
Google Cloud,Equinix DX1,F 88-92 Dubai Production City,"Dubai, United Arab Emirates",25.026429,55.184433
Amazon Web Services,TELEHOUSE London (Docklands West),14 Coriander Avenue,"London, United Kingdom",51.511549,-0.002916
Amazon Web Services,Digital Realty ATL1,56 Marietta Street NW,"Atlanta, GA, United States",33.755610,-84.391651
Google Cloud,Equinix CH1,350 East Cermak Road,"Chicago, IL, United States",41.854167,-87.618531
Amazon Web Services,Equinix DA2,1950 North Stemmons Freeway,"Dallas, TX, United States",32.800983,-96.819720
Amazon Web Services,CoreSite LA1,624 South Grand Avenue,"Los Angeles, CA, United States",34.047991,-118.255570
Oracle Cloud,Digital Realty LAX10,600 West 7th Street,"Los Angeles, CA, United States",34.047379,-118.256938
Amazon Web Services,165 Halsey Street,165 Halsey Street,"Newark, NJ, United States",40.736763,-74.173364
Amazon Web Services,Netrality Philadelphia,401 North Broad Street,"Philadelphia, PA, United States",39.959793,-75.161931
Amazon Web Services,The Pittock Building,921 SW Washington Street,"Portland, OR, United States",45.521184,-122.680763
Google Cloud,CoreSite SV4,2972 Stender Way,"Santa Clara, CA, United States",37.376468,-121.970447
Google Cloud,Equinix SE2,2001 Sixth Avenue,"Seattle, WA, United States",47.614347,-122.338515
Amazon Web Services,Equinix DC11,21721 Filigree Ct.,"Ashburn, VA, United States",39.015374,-77.459385
Google Cloud,Equinix DC5,21701 Filigree Ct,"Ashburn, VA, United States",39.015216,-77.457658
Microsoft Azure,Equinix DC2,21715 Filigree Court,"Ashburn, VA, United States",39.016208,-77.459289
Tencent Cloud,ap-shanghai-1,<address not available>,"Shanghai, China",31.247571,121.472587
Tencent Cloud,Shanghai Jingan,1368 Wanrong Road,"Shanghai, China",31.297441,121.440938
Tencent Cloud,China Telecom Shahe IDC,4 Shenyun Road ,"Shenzhen, China",22.548800,113.986482
Alibaba Cloud,ap-cn-wuhan-lr-dh-A,<address not available>,"Wuhan, China",30.592849,114.305539
Amazon Web Services,Equinix BG1,Carrera 106  ,"Bogotá, Colombia",4.684246,-74.140596
Microsoft Azure,Digital Realty CPH1,Industriparken 20,"Ballerup, Denmark",55.728488,12.376181
Oracle Cloud,Digital Realty MRS2,6 Bassin Léon Gourret,"Marseille, France",43.339160,5.346433
IBM Cloud,Equinix PA2,114 Rue Ambroise Croizat,"Saint Denis, France",48.928041,2.349860
Google Cloud,Lumen Berlin,Gradestrasse 60,"Berlin, Germany",52.452484,13.428903
Google Cloud,Equinix FR4,Larchenstrasse 110,"Frankfurt, Germany",50.096690,8.588430
IBM Cloud,NTT GDC Frankfurt 1,Eschborner Landstrasse 100,"Frankfurt, Germany",50.128150,8.600970
Google Cloud,NTT NetMagic Chennai 1,"67, Mathiravedu, Velappanchavadi","Chennai, India",13.060795,80.133725
Amazon Web Services,Equinix MB1,"Unit A-001 Boomerang, Chandivali Road","Mumbai, India",19.113897,72.892780
Oracle Cloud,Sify Rabale,"Plot no. 847/1/2, TTC Industrial Area","Navi Mumbai, India",19.137142,73.017292
Amazon Web Services,NTT GDC Jakarta 2,Jl. Kuningan Barat Raya No.8,"Jakarta, Indonesia",-6.238680,106.824063
Google Cloud,SDS1 Modiin,Tsela HaHar 35,"Modi'in-Maccabim-Re'ut, Israel",31.918399,34.961672
IBM Cloud,Data4 Campus Milan,Via Monzoro 105,"Cornaredo, Italy",45.480963,9.030182
